studentid,name,academicinterest,extracurricularactivities,skills,location,yearofstudy,major,gpa,languages,clubmemberships,researchinterests
619,Student 619,Computer Science,Coding Club,Programming,Los Angeles,Senior,Computer Science,3.69,"Chinese, English, French, German, Japanese, Spanish","Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Astrophysics
620,Student 620,Computer Science,Coding Club,"Programming, Public Speaking",San Francisco,Sophomore,History,3.06,"Chinese, French, Japanese, Spanish","Art Club, Coding Club, Music Club, Sports Team, Volunteer Group",Cognitive Psychology
621,Student 621,Psychology,Volunteer Group,"Artistic, Data Analysis",New York,Senior,Computer Science,2.49,"Chinese, English, French, German, Japanese, Spanish","Art Club, Sports Team, Volunteer Group",Cybersecurity
622,Student 622,Biology,Coding Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Sophomore,Mathematics,3.43,"Chinese, French, German, Spanish","Art Club, Debate Club",Social Sciences
623,Student 623,Computer Science,Volunteer Group,"Artistic, Problem Solving, Programming, Public Speaking",San Francisco,Freshman,Mathematics,3.81,"Chinese, French, Japanese","Art Club, Coding Club, Music Club",Data Science
624,Student 624,Biology,Volunteer Group,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",New York,Junior,Mathematics,3.33,"Chinese, German","Art Club, Debate Club, Music Club, Sports Team, Volunteer Group",Robotics
625,Student 625,Biology,Coding Club,"Data Analysis, Programming",San Francisco,Graduate,Biology,3.52,German,"Coding Club, Debate Club, Music Club, Volunteer Group",Machine Learning
626,Student 626,History,Sports Team,Artistic,Boston,Senior,History,2.76,"Chinese, English, French, Japanese, Spanish","Debate Club, Sports Team",Bioinformatics
627,Student 627,Biology,Art Club,Leadership,Los Angeles,Freshman,Computer Science,3.75,"English, French, Japanese, Spanish","Debate Club, Music Club, Sports Team, Volunteer Group",Biomedical Engineering
628,Student 628,Computer Science,Art Club,"Artistic, Problem Solving, Programming",Los Angeles,Freshman,Psychology,2.71,"English, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Healthcare Management
629,Student 629,Physics,Volunteer Group,Leadership,Los Angeles,Junior,Physics,2.13,"Chinese, Japanese","Art Club, Coding Club, Music Club, Sports Team",Robotics
630,Student 630,Physics,Volunteer Group,"Artistic, Data Analysis, Leadership",San Francisco,Freshman,Physics,2.95,"English, German, Spanish","Coding Club, Debate Club",Natural Language Processing
631,Student 631,History,Coding Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",New York,Freshman,Mathematics,2.24,"English, Japanese, Spanish","Debate Club, Music Club, Volunteer Group",Astrophysics
632,Student 632,Psychology,Music Club,"Artistic, Programming, Public Speaking",Houston,Senior,Biology,3.93,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Sustainable Agriculture
633,Student 633,History,Coding Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Graduate,Psychology,3.52,German,Volunteer Group,Blockchain Technology
634,Student 634,Biology,Music Club,"Data Analysis, Leadership",Los Angeles,Freshman,History,3.69,"Chinese, English, French, German, Japanese, Spanish","Debate Club, Volunteer Group",Political Science
635,Student 635,Biology,Coding Club,"Leadership, Problem Solving, Programming, Public Speaking",San Francisco,Graduate,Computer Science,3.15,"English, French, German, Japanese, Spanish","Music Club, Volunteer Group",Natural Language Processing
636,Student 636,Psychology,Debate Club,"Leadership, Programming, Public Speaking",Houston,Graduate,Psychology,2.71,Spanish,"Coding Club, Debate Club, Sports Team",Space Exploration
637,Student 637,Physics,Volunteer Group,"Artistic, Problem Solving, Public Speaking",Boston,Freshman,History,2.19,English,"Coding Club, Debate Club, Music Club, Volunteer Group",Cognitive Psychology
639,Student 639,Mathematics,Volunteer Group,"Data Analysis, Problem Solving, Programming",Houston,Senior,Physics,2.71,"Chinese, French, German, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Urban Planning
640,Student 640,Physics,Art Club,Artistic,Boston,Sophomore,Mathematics,3.42,"Chinese, German","Debate Club, Sports Team",Quantum Computing
641,Student 641,Mathematics,Sports Team,"Artistic, Data Analysis, Programming",New York,Junior,Mathematics,3.61,Spanish,"Debate Club, Sports Team, Volunteer Group",Sustainable Agriculture
642,Student 642,Physics,Art Club,"Data Analysis, Leadership, Problem Solving",Boston,Senior,Psychology,2.7800000000000002,Japanese,"Art Club, Coding Club, Debate Club, Sports Team, Volunteer Group",Renewable Energy
643,Student 643,Biology,Music Club,"Data Analysis, Leadership, Programming, Public Speaking",Chicago,Graduate,Mathematics,3.64,"French, German",Music Club,Blockchain Technology
644,Student 644,Physics,Debate Club,"Data Analysis, Problem Solving, Programming, Public Speaking",Los Angeles,Sophomore,Psychology,3.83,English,"Art Club, Coding Club, Debate Club, Sports Team",Behavioral Economics
645,Student 645,Psychology,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Boston,Senior,Biology,3.55,"Chinese, English, French, German, Japanese, Spanish",Sports Team,Quantum Computing
646,Student 646,Physics,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Graduate,Physics,2.08,English,"Music Club, Volunteer Group",Nanotechnology
647,Student 647,Computer Science,Art Club,"Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",San Francisco,Senior,Mathematics,3.81,"Chinese, French, German","Art Club, Coding Club",Data Science
648,Student 648,Psychology,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Houston,Graduate,Physics,2.21,"Japanese, Spanish","Coding Club, Sports Team",Cybersecurity
649,Student 649,Computer Science,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Houston,Sophomore,Physics,2.01,"Chinese, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team",Renewable Energy
650,Student 650,Biology,Music Club,Leadership,Los Angeles,Sophomore,History,3.74,"English, Japanese","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Environmental Sustainability
651,Student 651,History,Music Club,"Artistic, Leadership, Problem Solving, Programming, Public Speaking",Chicago,Senior,History,3.31,"Chinese, French, German, Spanish","Art Club, Coding Club, Debate Club, Music Club",Human-Computer Interaction
652,Student 652,Computer Science,Coding Club,"Artistic, Data Analysis, Programming, Public Speaking",San Francisco,Senior,Physics,2.61,"English, German, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Natural Language Processing
653,Student 653,Mathematics,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Boston,Junior,History,2.47,"French, Japanese",Debate Club,Cybersecurity
654,Student 654,Mathematics,Sports Team,"Artistic, Data Analysis",San Francisco,Senior,Biology,2.14,"English, French","Art Club, Coding Club, Music Club",Sustainable Agriculture
655,Student 655,Mathematics,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",New York,Junior,History,2.51,"Chinese, French","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Natural Language Processing
656,Student 656,Physics,Debate Club,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",Houston,Senior,Computer Science,2.4,"English, French, German, Japanese, Spanish",Music Club,Behavioral Economics
657,Student 657,Mathematics,Volunteer Group,"Programming, Public Speaking",San Francisco,Junior,Psychology,3.96,"English, French, German, Japanese","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Artificial Intelligence
658,Student 658,History,Music Club,"Data Analysis, Problem Solving",Houston,Freshman,Psychology,2.08,"Chinese, English, Spanish","Art Club, Coding Club, Music Club, Sports Team, Volunteer Group",Environmental Sustainability
659,Student 659,History,Art Club,"Artistic, Leadership, Problem Solving",Boston,Sophomore,Psychology,2.8,"French, Spanish",Coding Club,Climate Change
660,Student 660,Computer Science,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",New York,Graduate,Biology,3.38,"French, Japanese","Debate Club, Sports Team",Sustainable Agriculture
661,Student 661,History,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",San Francisco,Sophomore,Physics,2.19,"French, Japanese, Spanish","Art Club, Coding Club, Debate Club, Sports Team",Robotics
662,Student 662,Computer Science,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming",Houston,Graduate,Computer Science,2.38,"Chinese, French","Coding Club, Debate Club, Sports Team",Human-Computer Interaction
663,Student 663,Biology,Volunteer Group,"Programming, Public Speaking",New York,Sophomore,Mathematics,3.63,"Chinese, English, French, German","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Bioinformatics
664,Student 664,Biology,Art Club,"Leadership, Programming, Public Speaking",Los Angeles,Junior,Physics,2.02,"Chinese, French, Japanese, Spanish","Art Club, Sports Team",Nanotechnology
665,Student 665,Biology,Sports Team,Artistic,Houston,Graduate,Psychology,3.91,"Chinese, Japanese",Debate Club,Urban Planning
666,Student 666,Psychology,Coding Club,"Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Boston,Freshman,Physics,3.87,"Chinese, English","Coding Club, Debate Club, Music Club, Sports Team",Renewable Energy
667,Student 667,Biology,Debate Club,"Artistic, Data Analysis, Leadership, Programming, Public Speaking",San Francisco,Junior,Mathematics,2.08,"French, German","Coding Club, Debate Club, Volunteer Group",Data Science
668,Student 668,Physics,Coding Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Junior,History,2.09,"Chinese, English, German, Japanese, Spanish","Art Club, Coding Club, Music Club, Sports Team, Volunteer Group",Educational Technology
669,Student 669,History,Sports Team,"Data Analysis, Leadership, Problem Solving, Programming",Houston,Junior,Biology,3.54,English,"Coding Club, Sports Team",Urban Planning
670,Student 670,Mathematics,Art Club,Data Analysis,New York,Graduate,Psychology,3.54,"German, Japanese",Art Club,Political Science
703,Student 703,Mathematics,Debate Club,"Artistic, Leadership, Problem Solving, Programming, Public Speaking",New York,Freshman,Mathematics,3.58,"English, German",Sports Team,Social Sciences
671,Student 671,Mathematics,Art Club,"Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Chicago,Junior,Psychology,3.18,"English, German, Japanese","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Natural Language Processing
672,Student 672,Physics,Volunteer Group,"Data Analysis, Problem Solving, Public Speaking",Chicago,Junior,Physics,3.38,"Chinese, English, German, Japanese, Spanish","Art Club, Music Club",Healthcare Management
673,Student 673,Biology,Volunteer Group,"Leadership, Problem Solving, Programming, Public Speaking",Chicago,Graduate,Computer Science,2.41,French,"Coding Club, Debate Club, Music Club",Quantum Computing
674,Student 674,Biology,Debate Club,"Artistic, Leadership, Programming",New York,Freshman,Computer Science,3.24,"Chinese, English, French, German, Japanese","Art Club, Music Club",Machine Learning
675,Student 675,Computer Science,Volunteer Group,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",San Francisco,Graduate,Biology,2.56,Spanish,"Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Robotics
676,Student 676,Computer Science,Volunteer Group,"Leadership, Problem Solving, Public Speaking",Houston,Graduate,Mathematics,2.93,"Japanese, Spanish","Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Behavioral Economics
677,Student 677,Mathematics,Music Club,Data Analysis,San Francisco,Junior,Mathematics,2.17,"English, French, German, Spanish",Volunteer Group,Astrophysics
678,Student 678,Physics,Volunteer Group,Problem Solving,Los Angeles,Graduate,Biology,2.19,"Chinese, English, French, Spanish","Debate Club, Music Club",Human-Computer Interaction
679,Student 679,Physics,Volunteer Group,"Data Analysis, Leadership, Problem Solving, Public Speaking",Houston,Freshman,Psychology,2.75,"English, German, Japanese","Debate Club, Volunteer Group",Robotics
680,Student 680,Mathematics,Volunteer Group,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Chicago,Freshman,Physics,3.14,"Chinese, French, German, Japanese, Spanish","Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Natural Language Processing
681,Student 681,Computer Science,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Chicago,Senior,Biology,3.05,"Chinese, Spanish","Art Club, Sports Team",Environmental Sustainability
682,Student 682,History,Music Club,"Data Analysis, Programming, Public Speaking",Houston,Sophomore,Mathematics,3.86,"Chinese, English, French, German, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Urban Planning
683,Student 683,Computer Science,Art Club,"Data Analysis, Problem Solving, Programming, Public Speaking",Los Angeles,Junior,Biology,2.68,"Chinese, English, French, German, Japanese",Debate Club,Environmental Sustainability
684,Student 684,Biology,Music Club,"Data Analysis, Leadership, Problem Solving",Houston,Graduate,Computer Science,3.47,"English, French, German",Music Club,Cybersecurity
685,Student 685,Computer Science,Art Club,"Artistic, Data Analysis",Houston,Junior,History,3.13,French,"Art Club, Coding Club, Music Club, Sports Team",Sustainable Agriculture
